Time,Total energy,Position,Velocity
12061,0.9999995,-0.2201111,1.379529
12062,0.9999995,-0.2187314,1.379968
12063,0.9999995,-0.2173512,1.380404
12064,0.9999995,-0.2159706,1.380838
12065,0.9999995,-0.2145895,1.381268
12066,0.9999995,-0.2132080,1.381696
12067,0.9999995,-0.2118261,1.382121
12068,0.9999995,-0.2104438,1.382543
12069,0.9999995,-0.2090610,1.382963
12070,0.9999995,-0.2076779,1.383380
12071,0.9999995,-0.2062943,1.383793
12072,0.9999995,-0.2049103,1.384205
12073,0.9999995,-0.2035259,1.384613
12074,0.9999995,-0.2021411,1.385019
12075,0.9999995,-0.2007558,1.385422
12076,0.9999995,-0.1993702,1.385822
12077,0.9999995,-0.1979842,1.386219
12078,0.9999995,-0.1965978,1.386614
12079,0.9999995,-0.1952110,1.387006
12080,0.9999995,-0.1938238,1.387395
12081,0.9999995,-0.1924362,1.387781
12082,0.9999995,-0.1910482,1.388164
12083,0.9999995,-0.1896598,1.388545
12084,0.9999995,-0.1882711,1.388923
12085,0.9999995,-0.1868820,1.389298
12086,0.9999995,-0.1854925,1.389670
12087,0.9999995,-0.1841027,1.390040
12088,0.9999995,-0.1827124,1.390407
12089,0.9999995,-0.1813218,1.390771
12090,0.9999995,-0.1799309,1.391132
12091,0.9999995,-0.1785396,1.391491
12092,0.9999995,-0.1771479,1.391846
12093,0.9999995,-0.1757559,1.392199
12094,0.9999995,-0.1743635,1.392549
12095,0.9999995,-0.1729708,1.392897
12096,0.9999995,-0.1715777,1.393241
12097,0.9999995,-0.1701843,1.393583
12098,0.9999995,-0.1687906,1.393922
12099,0.9999995,-0.1673965,1.394258
12100,0.9999995,-0.1660020,1.394592
12101,0.9999995,-0.1646073,1.394922
12102,0.9999995,-0.1632122,1.395250
12103,0.9999995,-0.1618168,1.395575
12104,0.9999995,-0.1604210,1.395897
12105,0.9999995,-0.1590250,1.396217
12106,0.9999995,-0.1576286,1.396533
12107,0.9999995,-0.1562319,1.396847
12108,0.9999995,-0.1548349,1.397158
12109,0.9999995,-0.1534376,1.397467
12110,0.9999995,-0.1520400,1.397772
12111,0.9999995,-0.1506421,1.398075
12112,0.9999995,-0.1492438,1.398375
12113,0.9999995,-0.1478453,1.398672
12114,0.9999995,-0.1464465,1.398966
12115,0.9999995,-0.1450474,1.399257
12116,0.9999995,-0.1436480,1.399546
12117,0.9999995,-0.1422483,1.399832
12118,0.9999995,-0.1408483,1.400115
12119,0.9999995,-0.1394481,1.400395
12120,0.9999995,-0.1380475,1.400673
12121,0.9999995,-0.1366467,1.400948
12122,0.9999995,-0.1352456,1.401220
12123,0.9999995,-0.1338443,1.401489
12124,0.9999995,-0.1324426,1.401755
12125,0.9999995,-0.1310408,1.402018
12126,0.9999995,-0.1296386,1.402279
12127,0.9999995,-0.1282362,1.402537
12128,0.9999995,-0.1268335,1.402792
12129,0.9999995,-0.1254306,1.403044
12130,0.9999995,-0.1240275,1.403294
12131,0.9999995,-0.1226240,1.403540
12132,0.9999995,-0.1212204,1.403784
12133,0.9999995,-0.1198165,1.404025
12134,0.9999995,-0.1184123,1.404264
12135,0.9999995,-0.1170079,1.404499
12136,0.9999995,-0.1156033,1.404732
12137,0.9999995,-0.1141985,1.404961
12138,0.9999995,-0.1127934,1.405188
12139,0.9999995,-0.1113881,1.405413
12140,0.9999995,-0.1099826,1.405634
12141,0.9999995,-0.1085768,1.405852
12142,0.9999995,-0.1071709,1.406068
12143,0.9999995,-0.1057647,1.406281
12144,0.9999995,-0.1043583,1.406491
12145,0.9999995,-0.1029517,1.406699
12146,0.9999995,-0.1015449,1.406903
12147,0.9999995,-0.1001379,1.407105
12148,0.9999995,-0.9873070E-1,1.407304
12149,0.9999995,-0.9732330E-1,1.407500
12150,0.9999995,-0.9591570E-1,1.407693
12151,0.9999995,-0.9450791E-1,1.407883
12152,0.9999995,-0.9309993E-1,1.408071
12153,0.9999995,-0.9169177E-1,1.408256
12154,0.9999995,-0.9028342E-1,1.408438
12155,0.9999995,-0.8887489E-1,1.408617
12156,0.9999995,-0.8746619E-1,1.408793
12157,0.9999995,-0.8605731E-1,1.408967
12158,0.9999995,-0.8464825E-1,1.409137
12159,0.9999995,-0.8323903E-1,1.409305
12160,0.9999995,-0.8182964E-1,1.409470
12161,0.9999995,-0.8042009E-1,1.409633
12162,0.9999995,-0.7901038E-1,1.409792
12163,0.9999995,-0.7760051E-1,1.409949
12164,0.9999995,-0.7619048E-1,1.410102
12165,0.9999995,-0.7478030E-1,1.410253
12166,0.9999995,-0.7336997E-1,1.410402
12167,0.9999995,-0.7195950E-1,1.410547
12168,0.9999995,-0.7054888E-1,1.410689
12169,0.9999995,-0.6913812E-1,1.410829
12170,0.9999995,-0.6772722E-1,1.410966
12171,0.9999995,-0.6631619E-1,1.411100
12172,0.9999995,-0.6490502E-1,1.411231
12173,0.9999995,-0.6349373E-1,1.411360
12174,0.9999995,-0.6208230E-1,1.411485
12175,0.9999995,-0.6067076E-1,1.411608
12176,0.9999995,-0.5925909E-1,1.411728
12177,0.9999995,-0.5784730E-1,1.411845
12178,0.9999995,-0.5643540E-1,1.411959
12179,0.9999995,-0.5502338E-1,1.412071
12180,0.9999995,-0.5361126E-1,1.412179
12181,0.9999995,-0.5219902E-1,1.412285
12182,0.9999995,-0.5078668E-1,1.412388
12183,0.9999995,-0.4937425E-1,1.412488
12184,0.9999995,-0.4796171E-1,1.412586
12185,0.9999995,-0.4654907E-1,1.412680
12186,0.9999995,-0.4513635E-1,1.412772
12187,0.9999995,-0.4372353E-1,1.412861
12188,0.9999995,-0.4231063E-1,1.412947
12189,0.9999995,-0.4089764E-1,1.413030
12190,0.9999995,-0.3948457E-1,1.413110
12191,0.9999995,-0.3807142E-1,1.413188
12192,0.9999995,-0.3665819E-1,1.413263
12193,0.9999995,-0.3524489E-1,1.413335
12194,0.9999995,-0.3383152E-1,1.413404
12195,0.9999995,-0.3241808E-1,1.413470
12196,0.9999995,-0.3100458E-1,1.413533
12197,0.9999995,-0.2959102E-1,1.413594
12198,0.9999995,-0.2817739E-1,1.413652
12199,0.9999995,-0.2676371E-1,1.413707
12200,0.9999995,-0.2534998E-1,1.413759
12201,0.9999995,-0.2393620E-1,1.413808
12202,0.9999995,-0.2252236E-1,1.413854
12203,0.9999995,-0.2110849E-1,1.413898
12204,0.9999995,-0.1969457E-1,1.413939
12205,0.9999995,-0.1828061E-1,1.413977
12206,0.9999995,-0.1686661E-1,1.414012
12207,0.9999995,-0.1545259E-1,1.414044
12208,0.9999995,-0.1403853E-1,1.414074
12209,0.9999995,-0.1262444E-1,1.414101
12210,0.9999995,-0.1121032E-1,1.414124
12211,0.9999995,-0.9796189E-2,1.414145
12212,0.9999995,-0.8382034E-2,1.414164
12213,0.9999995,-0.6967862E-2,1.414179
12214,0.9999995,-0.5553676E-2,1.414191
12215,0.9999995,-0.4139479E-2,1.414201
12216,0.9999995,-0.2725274E-2,1.414208
12217,0.9999995,-0.1311063E-2,1.414212
12218,0.9999995,0.1031502E-3,1.414213
12219,0.9999995,0.1517363E-2,1.414212
12220,0.9999995,0.2931573E-2,1.414207
12221,0.9999995,0.4345778E-2,1.414200
12222,0.9999995,0.5759973E-2,1.414190
12223,0.9999995,0.7174157E-2,1.414177
12224,0.9999995,0.8588327E-2,1.414161
12225,0.9999995,0.1000248E-1,1.414142
12226,0.9999995,0.1141661E-1,1.414121
12227,0.9999995,0.1283072E-1,1.414097
12228,0.9999995,0.1424481E-1,1.414070
12229,0.9999995,0.1565886E-1,1.414040
12230,0.9999995,0.1707288E-1,1.414007
12231,0.9999995,0.1848687E-1,1.413972
12232,0.9999995,0.1990083E-1,1.413933
12233,0.9999995,0.2131474E-1,1.413892
12234,0.9999995,0.2272861E-1,1.413848
12235,0.9999995,0.2414244E-1,1.413801
12236,0.9999995,0.2555621E-1,1.413751
12237,0.9999995,0.2696994E-1,1.413699
12238,0.9999995,0.2838361E-1,1.413643
12239,0.9999995,0.2979723E-1,1.413585
12240,0.9999995,0.3121078E-1,1.413524
12241,0.9999995,0.3262427E-1,1.413460
12242,0.9999995,0.3403770E-1,1.413394
12243,0.9999995,0.3545106E-1,1.413324
12244,0.9999995,0.3686435E-1,1.413252
12245,0.9999995,0.3827757E-1,1.413177
12246,0.9999995,0.3969070E-1,1.413099
12247,0.9999995,0.4110376E-1,1.413018
12248,0.9999995,0.4251674E-1,1.412934
12249,0.9999995,0.4392963E-1,1.412848
12250,0.9999995,0.4534244E-1,1.412759
12251,0.9999995,0.4675515E-1,1.412667
12252,0.9999995,0.4816777E-1,1.412572
12253,0.9999995,0.4958029E-1,1.412474
12254,0.9999995,0.5099272E-1,1.412373
12255,0.9999995,0.5240504E-1,1.412270
12256,0.9999995,0.5381726E-1,1.412164
12257,0.9999995,0.5522937E-1,1.412055
12258,0.9999995,0.5664137E-1,1.411943
12259,0.9999995,0.5805325E-1,1.411828
12260,0.9999995,0.5946502E-1,1.411711
12261,0.9999995,0.6087667E-1,1.411590
12262,0.9999995,0.6228820E-1,1.411467
12263,0.9999995,0.6369961E-1,1.411341
12264,0.9999995,0.6511089E-1,1.411212
12265,0.9999995,0.6652203E-1,1.411081
12266,0.9999995,0.6793305E-1,1.410946
12267,0.9999995,0.6934393E-1,1.410809
12268,0.9999995,0.7075467E-1,1.410669
12269,0.9999995,0.7216526E-1,1.410526
12270,0.9999995,0.7357572E-1,1.410380
12271,0.9999995,0.7498602E-1,1.410232
12272,0.9999995,0.7639618E-1,1.410080
12273,0.9999995,0.7780618E-1,1.409926
12274,0.9999995,0.7921603E-1,1.409769
12275,0.9999995,0.8062572E-1,1.409609
12276,0.9999995,0.8203525E-1,1.409447
12277,0.9999995,0.8344462E-1,1.409281
12278,0.9999995,0.8485381E-1,1.409113
12279,0.9999995,0.8626284E-1,1.408942
12280,0.9999995,0.8767170E-1,1.408768
12281,0.9999995,0.8908038E-1,1.408591
12282,0.9999995,0.9048888E-1,1.408411
12283,0.9999995,0.9189720E-1,1.408229
12284,0.9999995,0.9330534E-1,1.408044
12285,0.9999995,0.9471329E-1,1.407856
12286,0.9999995,0.9612105E-1,1.407665
12287,0.9999995,0.9752862E-1,1.407471
12288,0.9999995,0.9893599E-1,1.407275
12289,0.9999995,0.1003432,1.407076
12290,0.9999995,0.1017501,1.406873
12291,0.9999995,0.1031569,1.406669
12292,0.9999995,0.1045635,1.406461
12293,0.9999995,0.1059698,1.406250
12294,0.9999995,0.1073760,1.406037
12295,0.9999995,0.1087819,1.405821
12296,0.9999995,0.1101876,1.405602
12297,0.9999995,0.1115931,1.405380
12298,0.9999995,0.1129984,1.405155
12299,0.9999995,0.1144034,1.404928
12300,0.9999995,0.1158082,1.404698
12301,0.9999995,0.1172128,1.404465
12302,0.9999995,0.1186172,1.404229
12303,0.9999995,0.1200213,1.403990
12304,0.9999995,0.1214251,1.403749
12305,0.9999995,0.1228288,1.403505
12306,0.9999995,0.1242322,1.403258
12307,0.9999995,0.1256353,1.403008
12308,0.9999995,0.1270382,1.402755
12309,0.9999995,0.1284408,1.402500
12310,0.9999995,0.1298432,1.402241
12311,0.9999995,0.1312453,1.401980
12312,0.9999995,0.1326471,1.401716
12313,0.9999995,0.1340487,1.401450
12314,0.9999995,0.1354500,1.401180
12315,0.9999995,0.1368511,1.400908
12316,0.9999995,0.1382518,1.400633
12317,0.9999995,0.1396523,1.400355
12318,0.9999995,0.1410526,1.400074
12319,0.9999995,0.1424525,1.399791
12320,0.9999995,0.1438521,1.399504
12321,0.9999995,0.1452515,1.399215
12322,0.9999995,0.1466506,1.398923
12323,0.9999995,0.1480493,1.398629
12324,0.9999995,0.1494478,1.398331
12325,0.9999995,0.1508460,1.398031
12326,0.9999995,0.1522439,1.397728
12327,0.9999995,0.1536415,1.397422
12328,0.9999995,0.1550387,1.397113
12329,0.9999995,0.1564357,1.396802
12330,0.9999995,0.1578323,1.396487
12331,0.9999995,0.1592287,1.396170
12332,0.9999995,0.1606247,1.395850
12333,0.9999995,0.1620204,1.395528
12334,0.9999995,0.1634157,1.395202
12335,0.9999995,0.1648108,1.394874
12336,0.9999995,0.1662055,1.394543
12337,0.9999995,0.1675999,1.394209
12338,0.9999995,0.1689939,1.393873
12339,0.9999995,0.1703876,1.393533
12340,0.9999995,0.1717810,1.393191
12341,0.9999995,0.1731740,1.392846
12342,0.9999995,0.1745667,1.392498
12343,0.9999995,0.1759590,1.392148
12344,0.9999995,0.1773509,1.391795
12345,0.9999995,0.1787426,1.391439
12346,0.9999995,0.1801338,1.391080
12347,0.9999995,0.1815247,1.390718
12348,0.9999995,0.1829153,1.390354
12349,0.9999995,0.1843054,1.389986
12350,0.9999995,0.1856952,1.389616
12351,0.9999995,0.1870847,1.389244
12352,0.9999995,0.1884737,1.388868
12353,0.9999995,0.1898624,1.388490
12354,0.9999995,0.1912507,1.388109
12355,0.9999995,0.1926386,1.387725
12356,0.9999995,0.1940262,1.387338
12357,0.9999995,0.1954133,1.386949
12358,0.9999995,0.1968000,1.386556
12359,0.9999995,0.1981864,1.386161
12360,0.9999995,0.1995724,1.385764
12361,0.9999995,0.2009579,1.385363
12362,0.9999995,0.2023431,1.384960
12363,0.9999995,0.2037279,1.384554
12364,0.9999995,0.2051122,1.384145
12365,0.9999995,0.2064961,1.383733
12366,0.9999995,0.2078797,1.383319
12367,0.9999995,0.2092628,1.382902
12368,0.9999995,0.2106455,1.382482
12369,0.9999995,0.2120277,1.382059
12370,0.9999995,0.2134096,1.381634
12371,0.9999995,0.2147910,1.381206
12372,0.9999995,0.2161720,1.380775
12373,0.9999995,0.2175526,1.380341
12374,0.9999995,0.2189327,1.379904
12375,0.9999995,0.2203124,1.379465
12376,0.9999995,0.2216916,1.379023
12377,0.9999995,0.2230704,1.378578
12378,0.9999995,0.2244488,1.378131
12379,0.9999995,0.2258267,1.377681
12380,0.9999995,0.2272041,1.377228
12381,0.9999995,0.2285811,1.376772
12382,0.9999995,0.2299577,1.376313
12383,0.9999995,0.2313338,1.375852
12384,0.9999995,0.2327094,1.375388
12385,0.9999995,0.2340845,1.374921
12386,0.9999995,0.2354592,1.374452
12387,0.9999995,0.2368334,1.373979
12388,0.9999995,0.2382072,1.373504
12389,0.9999995,0.2395804,1.373026
12390,0.9999995,0.2409532,1.372546
12391,0.9999995,0.2423255,1.372063
12392,0.9999995,0.2436974,1.371577
12393,0.9999995,0.2450687,1.371088
12394,0.9999995,0.2464395,1.370596
12395,0.9999995,0.2478099,1.370102
12396,0.9999995,0.2491797,1.369605
12397,0.9999995,0.2505491,1.369105
12398,0.9999995,0.2519179,1.368603
12399,0.9999995,0.2532863,1.368098
12400,0.9999995,0.2546541,1.367590
12401,0.9999995,0.2560215,1.367079
12402,0.9999995,0.2573883,1.366566
12403,0.9999995,0.2587546,1.366049
12404,0.9999995,0.2601204,1.365531
12405,0.9999995,0.2614857,1.365009
12406,0.9999995,0.2628504,1.364485
12407,0.9999995,0.2642146,1.363958
12408,0.9999995,0.2655783,1.363428
12409,0.9999995,0.2669415,1.362895
12410,0.9999995,0.2683041,1.362360
12411,0.9999995,0.2696662,1.361822
12412,0.9999995,0.2710278,1.361281
12413,0.9999995,0.2723888,1.360738
12414,0.9999995,0.2737492,1.360192
12415,0.9999995,0.2751092,1.359643
12416,0.9999995,0.2764685,1.359091
12417,0.9999995,0.2778273,1.358537
12418,0.9999995,0.2791856,1.357980
12419,0.9999995,0.2805433,1.357420
12420,0.9999995,0.2819004,1.356858
12421,0.9999995,0.2832570,1.356293
12422,0.9999995,0.2846130,1.355725
12423,0.9999995,0.2859685,1.355154
12424,0.9999995,0.2873233,1.354581
12425,0.9999995,0.2886776,1.354005
12426,0.9999995,0.2900314,1.353426
12427,0.9999995,0.2913845,1.352845
12428,0.9999995,0.2927370,1.352261
12429,0.9999995,0.2940890,1.351674
12430,0.9999995,0.2954404,1.351084
12431,0.9999995,0.2967912,1.350492
12432,0.9999995,0.2981414,1.349897
12433,0.9999995,0.2994910,1.349300
12434,0.9999995,0.3008400,1.348699
12435,0.9999995,0.3021884,1.348096
12436,0.9999995,0.3035362,1.347491
12437,0.9999995,0.3048834,1.346882
12438,0.9999995,0.3062299,1.346271
12439,0.9999995,0.3075759,1.345657
12440,0.9999995,0.3089212,1.345041
12441,0.9999995,0.3102660,1.344421
12442,0.9999995,0.3116101,1.343800
12443,0.9999995,0.3129536,1.343175
12444,0.9999995,0.3142964,1.342548
12445,0.9999995,0.3156387,1.341918
12446,0.9999996,0.3169803,1.341285
12447,0.9999996,0.3183212,1.340650
12448,0.9999996,0.3196616,1.340012
12449,0.9999996,0.3210013,1.339371
12450,0.9999996,0.3223403,1.338728
12451,0.9999996,0.3236787,1.338082
12452,0.9999996,0.3250165,1.337433
12453,0.9999996,0.3263536,1.336782
12454,0.9999996,0.3276900,1.336128
12455,0.9999996,0.3290258,1.335471
12456,0.9999996,0.3303610,1.334812
12457,0.9999996,0.3316955,1.334150
12458,0.9999996,0.3330293,1.333485
12459,0.9999996,0.3343624,1.332818
12460,0.9999996,0.3356949,1.332147
12461,0.9999996,0.3370267,1.331475
12462,0.9999996,0.3383579,1.330799
12463,0.9999996,0.3396883,1.330121
12464,0.9999996,0.3410181,1.329441
12465,0.9999996,0.3423472,1.328757
12466,0.9999996,0.3436756,1.328071
12467,0.9999996,0.3450034,1.327383
12468,0.9999996,0.3463304,1.326691
12469,0.9999996,0.3476567,1.325997
12470,0.9999996,0.3489824,1.325301
12471,0.9999996,0.3503073,1.324601
12472,0.9999996,0.3516316,1.323899
12473,0.9999996,0.3529551,1.323195
12474,0.9999996,0.3542780,1.322488
12475,0.9999996,0.3556001,1.321778
12476,0.9999996,0.3569215,1.321065
12477,0.9999996,0.3582422,1.320350
12478,0.9999996,0.3595622,1.319632
12479,0.9999996,0.3608815,1.318912
12480,0.9999996,0.3622001,1.318189
12481,0.9999996,0.3635179,1.317463
12482,0.9999996,0.3648350,1.316735
12483,0.9999996,0.3661514,1.316004
12484,0.9999996,0.3674670,1.315270
12485,0.9999996,0.3687819,1.314534
12486,0.9999996,0.3700961,1.313795
12487,0.9999996,0.3714095,1.313053
12488,0.9999996,0.3727222,1.312309
12489,0.9999996,0.3740341,1.311562
12490,0.9999996,0.3753453,1.310813
12491,0.9999996,0.3766557,1.310061
12492,0.9999996,0.3779654,1.309306
12493,0.9999996,0.3792743,1.308549
12494,0.9999996,0.3805825,1.307789
12495,0.9999996,0.3818899,1.307027
12496,0.9999996,0.3831966,1.306262
12497,0.9999996,0.3845024,1.305494
12498,0.9999996,0.3858076,1.304724
12499,0.9999996,0.3871119,1.303951
12500,0.9999996,0.3884155,1.303175
12501,0.9999996,0.3897182,1.302397
12502,0.9999996,0.3910202,1.301616
12503,0.9999996,0.3923215,1.300833
12504,0.9999996,0.3936219,1.300047
12505,0.9999996,0.3949216,1.299259
12506,0.9999996,0.3962204,1.298468
12507,0.9999996,0.3975185,1.297674
12508,0.9999996,0.3988158,1.296877
12509,0.9999996,0.4001123,1.296079
12510,0.9999996,0.4014079,1.295277
12511,0.9999996,0.4027028,1.294473
12512,0.9999996,0.4039969,1.293666
12513,0.9999996,0.4052901,1.292857
12514,0.9999996,0.4065826,1.292045
12515,0.9999996,0.4078742,1.291231
12516,0.9999996,0.4091651,1.290414
12517,0.9999996,0.4104551,1.289594
12518,0.9999996,0.4117442,1.288772
12519,0.9999996,0.4130326,1.287947
12520,0.9999996,0.4143201,1.287120
12521,0.9999996,0.4156068,1.286290
12522,0.9999996,0.4168927,1.285457
12523,0.9999996,0.4181778,1.284622
12524,0.9999996,0.4194620,1.283784
12525,0.9999996,0.4207453,1.282944
12526,0.9999996,0.4220278,1.282101
12527,0.9999996,0.4233095,1.281256
12528,0.9999996,0.4245904,1.280408
12529,0.9999996,0.4258703,1.279558
12530,0.9999996,0.4271495,1.278705
12531,0.9999996,0.4284278,1.277849
12532,0.9999996,0.4297052,1.276991
12533,0.9999996,0.4309817,1.276130
12534,0.9999996,0.4322574,1.275267
12535,0.9999996,0.4335323,1.274401
12536,0.9999996,0.4348062,1.273533
12537,0.9999996,0.4360793,1.272662
12538,0.9999996,0.4373516,1.271789
12539,0.9999996,0.4386229,1.270913
12540,0.9999996,0.4398934,1.270034
12541,0.9999996,0.4411630,1.269153
12542,0.9999996,0.4424317,1.268270
12543,0.9999996,0.4436995,1.267383
12544,0.9999996,0.4449665,1.266495
12545,0.9999996,0.4462325,1.265604
12546,0.9999996,0.4474977,1.264710
12547,0.9999996,0.4487619,1.263814
12548,0.9999996,0.4500253,1.262915
12549,0.9999996,0.4512878,1.262013
12550,0.9999996,0.4525493,1.261110
12551,0.9999996,0.4538100,1.260203
12552,0.9999996,0.4550697,1.259294
12553,0.9999996,0.4563286,1.258383
12554,0.9999996,0.4575865,1.257469
12555,0.9999996,0.4588435,1.256553
12556,0.9999996,0.4600996,1.255634
12557,0.9999996,0.4613548,1.254712
12558,0.9999996,0.4626090,1.253788
12559,0.9999996,0.4638624,1.252862
12560,0.9999996,0.4651147,1.251933
12561,0.9999996,0.4663662,1.251001
12562,0.9999996,0.4676168,1.250067
12563,0.9999996,0.4688664,1.249131
12564,0.9999996,0.4701150,1.248192
12565,0.9999996,0.4713627,1.247250
12566,0.9999996,0.4726095,1.246306
12567,0.9999996,0.4738553,1.245360
12568,0.9999996,0.4751002,1.244411
12569,0.9999996,0.4763442,1.243460
12570,0.9999996,0.4775872,1.242506
12571,0.9999996,0.4788292,1.241549
12572,0.9999996,0.4800703,1.240590
12573,0.9999996,0.4813104,1.239629
12574,0.9999996,0.4825495,1.238665
12575,0.9999996,0.4837877,1.237699
12576,0.9999996,0.4850249,1.236730
12577,0.9999996,0.4862612,1.235759
12578,0.9999996,0.4874964,1.234785
12579,0.9999996,0.4887307,1.233809
12580,0.9999996,0.4899640,1.232830
12581,0.9999996,0.4911964,1.231849
12582,0.9999996,0.4924277,1.230865
12583,0.9999996,0.4936581,1.229879
12584,0.9999996,0.4948875,1.228891
12585,0.9999996,0.4961159,1.227900
12586,0.9999996,0.4973433,1.226906
12587,0.9999996,0.4985697,1.225910
12588,0.9999996,0.4997951,1.224912
12589,0.9999996,0.5010195,1.223911
12590,0.9999996,0.5022429,1.222908
12591,0.9999996,0.5034653,1.221902
12592,0.9999996,0.5046867,1.220894
12593,0.9999996,0.5059071,1.219883
12594,0.9999996,0.5071265,1.218870
12595,0.9999996,0.5083449,1.217855
12596,0.9999996,0.5095622,1.216837
12597,0.9999996,0.5107785,1.215817
12598,0.9999996,0.5119939,1.214794
12599,0.9999996,0.5132081,1.213769
12600,0.9999996,0.5144214,1.212741
12601,0.9999996,0.5156336,1.211711
12602,0.9999996,0.5168448,1.210678
12603,0.9999996,0.5180550,1.209643
12604,0.9999996,0.5192641,1.208606
12605,0.9999996,0.5204722,1.207566
12606,0.9999996,0.5216792,1.206524
12607,0.9999996,0.5228852,1.205480
12608,0.9999996,0.5240902,1.204433
12609,0.9999996,0.5252941,1.203383
12610,0.9999996,0.5264970,1.202332
12611,0.9999996,0.5276988,1.201277
12612,0.9999996,0.5288995,1.200221
12613,0.9999996,0.5300992,1.199162
12614,0.9999996,0.5312978,1.198100
12615,0.9999996,0.5324954,1.197037
12616,0.9999996,0.5336919,1.195970
12617,0.9999996,0.5348873,1.194902
12618,0.9999996,0.5360817,1.193831
12619,0.9999996,0.5372750,1.192757
12620,0.9999996,0.5384672,1.191682
12621,0.9999996,0.5396584,1.190604
12622,0.9999996,0.5408484,1.189523
12623,0.9999996,0.5420374,1.188440
12624,0.9999996,0.5432253,1.187355
12625,0.9999996,0.5444121,1.186267
12626,0.9999996,0.5455978,1.185177
12627,0.9999996,0.5467825,1.184085
12628,0.9999997,0.5479660,1.182990
12629,0.9999997,0.5491485,1.181893
12630,0.9999997,0.5503298,1.180794
12631,0.9999997,0.5515100,1.179692
12632,0.9999997,0.5526892,1.178588
12633,0.9999997,0.5538672,1.177481
12634,0.9999997,0.5550441,1.176372
12635,0.9999997,0.5562200,1.175261
12636,0.9999997,0.5573947,1.174147
12637,0.9999997,0.5585683,1.173031
12638,0.9999997,0.5597407,1.171913
12639,0.9999997,0.5609121,1.170792
12640,0.9999997,0.5620823,1.169669
12641,0.9999997,0.5632514,1.168544
12642,0.9999997,0.5644194,1.167416
12643,0.9999997,0.5655863,1.166286
12644,0.9999997,0.5667520,1.165154
12645,0.9999997,0.5679166,1.164019
12646,0.9999997,0.5690800,1.162882
12647,0.9999997,0.5702423,1.161743
12648,0.9999997,0.5714035,1.160601
12649,0.9999997,0.5725635,1.159457
12650,0.9999997,0.5737224,1.158311
12651,0.9999997,0.5748802,1.157162
12652,0.9999997,0.5760367,1.156012
12653,0.9999997,0.5771922,1.154858
12654,0.9999997,0.5783465,1.153703
12655,0.9999997,0.5794996,1.152545
12656,0.9999997,0.5806515,1.151385
12657,0.9999997,0.5818024,1.150222
12658,0.9999997,0.5829520,1.149058
12659,0.9999997,0.5841005,1.147891
12660,0.9999997,0.5852478,1.146721
12661,0.9999997,0.5863939,1.145550
12662,0.9999997,0.5875389,1.144376
12663,0.9999997,0.5886827,1.143199
12664,0.9999997,0.5898253,1.142021
12665,0.9999997,0.5909667,1.140840
12666,0.9999997,0.5921070,1.139657
12667,0.9999997,0.5932460,1.138472
12668,0.9999997,0.5943839,1.137284
12669,0.9999997,0.5955206,1.136094
12670,0.9999997,0.5966561,1.134902
12671,0.9999997,0.5977904,1.133707
12672,0.9999997,0.5989235,1.132511
12673,0.9999997,0.6000554,1.131312
12674,0.9999997,0.6011861,1.130111
12675,0.9999997,0.6023156,1.128907
12676,0.9999997,0.6034439,1.127701
12677,0.9999997,0.6045710,1.126493
12678,0.9999997,0.6056969,1.125283
12679,0.9999997,0.6068216,1.124070
12680,0.9999997,0.6079451,1.122856
12681,0.9999997,0.6090673,1.121639
12682,0.9999997,0.6101883,1.120419
12683,0.9999997,0.6113082,1.119198
12684,0.9999997,0.6124267,1.117974
12685,0.9999997,0.6135441,1.116748
12686,0.9999997,0.6146602,1.115520
12687,0.9999997,0.6157751,1.114290
12688,0.9999997,0.6168888,1.113057
12689,0.9999997,0.6180013,1.111822
12690,0.9999997,0.6191125,1.110585
12691,0.9999997,0.6202224,1.109346
12692,0.9999997,0.6213311,1.108104
12693,0.9999997,0.6224386,1.106860
12694,0.9999997,0.6235449,1.105614
12695,0.9999997,0.6246499,1.104366
12696,0.9999997,0.6257536,1.103116
12697,0.9999997,0.6268561,1.101863
12698,0.9999997,0.6279573,1.100608
12699,0.9999997,0.6290573,1.099351
12700,0.9999997,0.6301560,1.098092
12701,0.9999997,0.6312535,1.096831
12702,0.9999997,0.6323497,1.095567
12703,0.9999997,0.6334446,1.094301
12704,0.9999997,0.6345383,1.093033
12705,0.9999997,0.6356307,1.091763
12706,0.9999997,0.6367218,1.090491
12707,0.9999997,0.6378117,1.089216
12708,0.9999997,0.6389003,1.087939
12709,0.9999997,0.6399876,1.086661
12710,0.9999997,0.6410736,1.085380
12711,0.9999997,0.6421583,1.084096
12712,0.9999997,0.6432418,1.082811
12713,0.9999997,0.6443239,1.081523
12714,0.9999997,0.6454048,1.080234
12715,0.9999997,0.6464844,1.078942
12716,0.9999997,0.6475627,1.077648
12717,0.9999997,0.6486397,1.076351
12718,0.9999997,0.6497154,1.075053
12719,0.9999997,0.6507898,1.073753
12720,0.9999997,0.6518629,1.072450
12721,0.9999997,0.6529347,1.071145
12722,0.9999997,0.6540052,1.069838
12723,0.9999997,0.6550744,1.068529
12724,0.9999997,0.6561423,1.067218
12725,0.9999997,0.6572088,1.065905
12726,0.9999997,0.6582741,1.064589
12727,0.9999997,0.6593380,1.063271
12728,0.9999997,0.6604006,1.061952
12729,0.9999997,0.6614619,1.060630
12730,0.9999997,0.6625219,1.059306
