Size of array,Array Time
10632,0.1121500E-1
10633,0.1122900E-1
10634,0.1124200E-1
10635,0.1125600E-1
10636,0.1126900E-1
10637,0.1128300E-1
10638,0.1129700E-1
10639,0.1131100E-1
10640,0.1132400E-1
10641,0.1133700E-1
10642,0.1135100E-1
10643,0.1136300E-1
10644,0.1137600E-1
10645,0.1139000E-1
10646,0.1140400E-1
10647,0.1141700E-1
10648,0.1143000E-1
10649,0.1144200E-1
10650,0.1145600E-1
10651,0.1147000E-1
10652,0.1148400E-1
10653,0.1149700E-1
10654,0.1151000E-1
10655,0.1152200E-1
10656,0.1153400E-1
10657,0.1154800E-1
10658,0.1156100E-1
10659,0.1157600E-1
10660,0.1159000E-1
10661,0.1160300E-1
10662,0.1161700E-1
10663,0.1163200E-1
10664,0.1164400E-1
10665,0.1165800E-1
10666,0.1167000E-1
10667,0.1168400E-1
10668,0.1169800E-1
10669,0.1171200E-1
10670,0.1172500E-1
10671,0.1173900E-1
10672,0.1175300E-1
10673,0.1176700E-1
10674,0.1177900E-1
10675,0.1179300E-1
10676,0.1180700E-1
10677,0.1182000E-1
10678,0.1183300E-1
10679,0.1184600E-1
10680,0.1186000E-1
10681,0.1187400E-1
10682,0.1188700E-1
10683,0.1190100E-1
10684,0.1191400E-1
10685,0.1192700E-1
10686,0.1194100E-1
10687,0.1195400E-1
10688,0.1196700E-1
10689,0.1197900E-1
10690,0.1199300E-1
10691,0.1200800E-1
10692,0.1202100E-1
10693,0.1203400E-1
10694,0.1204900E-1
10695,0.1206300E-1
10696,0.1207700E-1
10697,0.1209100E-1
10698,0.1210600E-1
10699,0.1212000E-1
10700,0.1213400E-1
10701,0.1214700E-1
10702,0.1215900E-1
10703,0.1217400E-1
10704,0.1218700E-1
10705,0.1220100E-1
10706,0.1221600E-1
10707,0.1223000E-1
10708,0.1224500E-1
10709,0.1225900E-1
10710,0.1227200E-1
10711,0.1228600E-1
10712,0.1230000E-1
10713,0.1231400E-1
10714,0.1232600E-1
10715,0.1234100E-1
10716,0.1235300E-1
10717,0.1236800E-1
10718,0.1238100E-1
10719,0.1239300E-1
10720,0.1240700E-1
10721,0.1242000E-1
10722,0.1243300E-1
10723,0.1244700E-1
10724,0.1246000E-1
10725,0.1247300E-1
10726,0.1248600E-1
10727,0.1250000E-1
10728,0.1251200E-1
10729,0.1252600E-1
10730,0.1254000E-1
10731,0.1255300E-1
10732,0.1256600E-1
10733,0.1257900E-1
10734,0.1259300E-1
10735,0.1260800E-1
10736,0.1262100E-1
10737,0.1263400E-1
10738,0.1264600E-1
10739,0.1265900E-1
10740,0.1267300E-1
10741,0.1268700E-1
10742,0.1270000E-1
10743,0.1271300E-1
10744,0.1272600E-1
10745,0.1273900E-1
10746,0.1275200E-1
10747,0.1276600E-1
10748,0.1278100E-1
10749,0.1279400E-1
10750,0.1280800E-1
10751,0.1282300E-1
10752,0.1283600E-1
10753,0.1284900E-1
10754,0.1286300E-1
10755,0.1287800E-1
10756,0.1289300E-1
10757,0.1290500E-1
10758,0.1292000E-1
10759,0.1293500E-1
10760,0.1294900E-1
10761,0.1296100E-1
10762,0.1297400E-1
10763,0.1298800E-1
10764,0.1300200E-1
10765,0.1301500E-1
10766,0.1303000E-1
10767,0.1304400E-1
10768,0.1305700E-1
10769,0.1307100E-1
10770,0.1308300E-1
10771,0.1309700E-1
10772,0.1311200E-1
10773,0.1312600E-1
10774,0.1314800E-1
10775,0.1316200E-1
10776,0.1317600E-1
10777,0.1319100E-1
10778,0.1320400E-1
10779,0.1321800E-1
10780,0.1323200E-1
10781,0.1324600E-1
10782,0.1326100E-1
10783,0.1327500E-1
10784,0.1328900E-1
10785,0.1330400E-1
10786,0.1331600E-1
10787,0.1332900E-1
10788,0.1334200E-1
10789,0.1335500E-1
10790,0.1336700E-1
10791,0.1338100E-1
10792,0.1339400E-1
10793,0.1340600E-1
10794,0.1341900E-1
10795,0.1343200E-1
10796,0.1344500E-1
10797,0.1346000E-1
10798,0.1347500E-1
10799,0.1348800E-1
10800,0.1350200E-1
10801,0.1351500E-1
10802,0.1353000E-1
10803,0.1354300E-1
10804,0.1355800E-1
10805,0.1357300E-1
10806,0.1358600E-1
10807,0.1359900E-1
10808,0.1361200E-1
10809,0.1362500E-1
10810,0.1363800E-1
10811,0.1365300E-1
10812,0.1366700E-1
10813,0.1368100E-1
10814,0.1369400E-1
10815,0.1370700E-1
10816,0.1372000E-1
10817,0.1373300E-1
10818,0.1374700E-1
10819,0.1376200E-1
10820,0.1377600E-1
10821,0.1378900E-1
10822,0.1380200E-1
10823,0.1381600E-1
10824,0.1383000E-1
10825,0.1384400E-1
10826,0.1385800E-1
10827,0.1387100E-1
10828,0.1388600E-1
10829,0.1389800E-1
10830,0.1391100E-1
10831,0.1392500E-1
10832,0.1394900E-1
10833,0.1396300E-1
10834,0.1397800E-1
10835,0.1399200E-1
10836,0.1400600E-1
10837,0.1401900E-1
10838,0.1403300E-1
10839,0.1404500E-1
10840,0.1406000E-1
10841,0.1407400E-1
10842,0.1408800E-1
10843,0.1410100E-1
10844,0.1411600E-1
10845,0.1413000E-1
10846,0.1414400E-1
10847,0.1415700E-1
10848,0.1417200E-1
10849,0.1418500E-1
10850,0.1419800E-1
10851,0.1421200E-1
10852,0.1422600E-1
10853,0.1424100E-1
10854,0.1425600E-1
10855,0.1427000E-1
10856,0.1428400E-1
10857,0.1429800E-1
10858,0.1431100E-1
10859,0.1432500E-1
10860,0.1434000E-1
10861,0.1435400E-1
10862,0.1436800E-1
10863,0.1438200E-1
10864,0.1439500E-1
10865,0.1440700E-1
10866,0.1442100E-1
10867,0.1443400E-1
10868,0.1444800E-1
10869,0.1446100E-1
10870,0.1447500E-1
10871,0.1448900E-1
10872,0.1450200E-1
10873,0.1451700E-1
10874,0.1453000E-1
10875,0.1454500E-1
10876,0.1455700E-1
10877,0.1457000E-1
10878,0.1458400E-1
10879,0.1459900E-1
10880,0.1461200E-1
10881,0.1462500E-1
10882,0.1464000E-1
10883,0.1465300E-1
10884,0.1466600E-1
10885,0.1468000E-1
10886,0.1469400E-1
10887,0.1476600E-1
10888,0.1480000E-1
10889,0.1481600E-1
10890,0.1483400E-1
10891,0.1485100E-1
10892,0.1486700E-1
10893,0.1490000E-1
10894,0.1491600E-1
10895,0.1493200E-1
10896,0.1495000E-1
10897,0.1497900E-1
10898,0.1499600E-1
10899,0.1501400E-1
10900,0.1503100E-1
10901,0.1504700E-1
10902,0.1506500E-1
10903,0.1508300E-1
10904,0.1510300E-1
10905,0.1513200E-1
10906,0.1514700E-1
10907,0.1516200E-1
10908,0.1517700E-1
10909,0.1519200E-1
10910,0.1520900E-1
10911,0.1522600E-1
10912,0.1525800E-1
10913,0.1527800E-1
10914,0.1529700E-1
10915,0.1531500E-1
10916,0.1533300E-1
10917,0.1536300E-1
10918,0.1540900E-1
10919,0.1542300E-1
10920,0.1543900E-1
10921,0.1545400E-1
10922,0.1548300E-1
10923,0.1549800E-1
10924,0.1551200E-1
10925,0.1552700E-1
10926,0.1554100E-1
10927,0.1555500E-1
10928,0.1556700E-1
10929,0.1558200E-1
10930,0.1559700E-1
10931,0.1561000E-1
10932,0.1562500E-1
10933,0.1577000E-1
10934,0.1583000E-1
10935,0.1586800E-1
10936,0.1588700E-1
10937,0.1590400E-1
10938,0.1595500E-1
10939,0.1597400E-1
10940,0.1599300E-1
10941,0.1603100E-1
10942,0.1606000E-1
10943,0.1609500E-1
10944,0.1610900E-1
10945,0.1612500E-1
10946,0.1615300E-1
10947,0.1618800E-1
10948,0.1620400E-1
10949,0.1622000E-1
10950,0.1623700E-1
10951,0.1628400E-1
10952,0.1630200E-1
10953,0.1631800E-1
10954,0.1633500E-1
10955,0.1635300E-1
10956,0.1637000E-1
10957,0.1638800E-1
10958,0.1640400E-1
10959,0.1642200E-1
10960,0.1643900E-1
10961,0.1645500E-1
10962,0.1647100E-1
10963,0.1648800E-1
10964,0.1651900E-1
10965,0.1653400E-1
10966,0.1654800E-1
10967,0.1658200E-1
10968,0.1659900E-1
10969,0.1661700E-1
10970,0.1666600E-1
10971,0.1668500E-1
10972,0.1671500E-1
10973,0.1672800E-1
10974,0.1674300E-1
10975,0.1677700E-1
10976,0.1679600E-1
10977,0.1681300E-1
10978,0.1684300E-1
10979,0.1685800E-1
10980,0.1687400E-1
10981,0.1689000E-1
10982,0.1690400E-1
10983,0.1691900E-1
10984,0.1693400E-1
10985,0.1695000E-1
10986,0.1698600E-1
10987,0.1700400E-1
10988,0.1702300E-1
10989,0.1703900E-1
10990,0.1705800E-1
10991,0.1707400E-1
10992,0.1710500E-1
10993,0.1713900E-1
10994,0.1715700E-1
10995,0.1717300E-1
10996,0.1718900E-1
10997,0.1722000E-1
10998,0.1723300E-1
10999,0.1725000E-1
11000,0.1726600E-1
 ---
